drug_name,num_prescriber,total_cost
FELDENE,5,15116.13
MYORISAN,4,14912.56
MYZILRA,59,14839.3
MEROPENEM-0.9% NACL,5,14564.79
NEOMYCIN-BACITRACIN-POLYMYXIN,27,14524.07
SODIUM PHOSPHATE,5,14453.49
EXTINA,2,14410.41
COLOCORT,10,14384.73
VINORELBINE TARTRATE,6,14379.86
LEVONEST,62,14278.42
ZENCHENT FE,17,14247.4
EMOQUETTE,63,14160.81
ZOVIA 1-50E,46,14118.95
FURADANTIN,1,14098.17
SURE-PREP ALCOHOL PREP PADS,32,14089.97
PERIOGARD,102,14025.24
PEG-3350 WITH FLAVOR PACKS,38,14013.07
PENICILLIN GK-ISO-OSM DEXTROSE,2,13670.24
VANCOMYCIN-D5W,29,13609.54
SODIUM ACETATE,8,12980.61
TEKAMLO,5,12847.98
HECORIA,4,12798.28
SRONYX,59,12723.85
CALCITRENE,1,12614.55
CALAN,4,12534.03
MARLISSA,57,12504.31
LINEZOLID-0.9% NACL,4,12492.82
PROVERA,22,12281.73
CLORPRES,10,12245.57
ANAPROX DS,2,12234.37
TOLAZAMIDE,11,11997.18
RAZADYNE,4,11910.09
MERREM,2,11783.22
ALTAVERA,53,11751.86
PHENYTOIN SODIUM,4,11620.0
NIKKI,19,11603.19
SURE-JECT INSULIN SYRINGE,30,11583.6
ZEBUTAL,7,11499.37
CORTISPORIN-TC,6,11448.64
PENLAC,3,11415.75
XERESE,1,11302.18
QUASENSE,9,11273.11
OMNIPRED,5,11051.19
POTASSIUM PHOSPHATE,6,11041.29
HALDOL DECANOATE 50,6,11014.48
EPIPEN JR 2-PAK,2,10840.27
VIROPTIC,1,10791.25
DEXAMETHASONE INTENSOL,7,10670.59
K-PHOS NEUTRAL,19,10560.47
GRIS-PEG,3,10481.26
TRIANEX,1,10417.68
BETAMETHASONE ACETATE-SOD PHOS,11,10408.11
NEUT,3,10360.67
CLINDAMYCIN PALMITATE HCL,4,10349.49
SHAROBEL,50,10285.46
CEFTIBUTEN,3,10269.61
XOPENEX CONCENTRATE,2,10241.9
RENO CAPS,37,10226.43
NORETHINDRON-ETHINYL ESTRADIOL,38,10215.38
POLYCIN,35,10044.9
TRELSTAR DEPOT,1,9954.36
URIBEL,5,9809.59
MAVIK,11,9735.73
CISPLATIN,14,9644.56
DERMASORB TA,1,9576.44
CRINONE,5,9572.15
LOMEDIA 24 FE,11,9414.25
OLUX-E,1,9411.48
CARISOPRODOL-ASPIRIN-CODEINE,3,9405.28
LEVULAN,2,9394.2
ALDARA,1,9327.98
VFEND IV,4,9299.63
PROCARDIA,3,9243.09
MINI ULTRA-THIN II,24,9224.34
GENTAMICIN SULFATE IN NS,28,9115.66
ISOPTO CARPINE,8,9090.58
ENSKYCE,59,9086.81
NABI-HB,1,9060.45
METHYLPHENIDATE SR,10,9056.75
MAXIDEX,7,8939.24
UNASYN,6,8841.23
CARISOPRODOL COMPOUND-CODEINE,3,8774.85
EPROSARTAN MESYLATE,8,8640.14
RIFAMATE,1,8599.0
PREVIDENT 5000 ENAMEL PROTECT,37,8426.11
HYDROMET,14,8393.62
POTASSIUM ACETATE,7,8365.8
ELOCON,6,8342.8
RIFADIN,1,8254.49
LOPROX,1,8212.86
INFUMORPH,1,8166.99
LEVETIRACETAM-NACL,2,8091.38
PENTAM 300,5,8029.15
PHENTOLAMINE MESYLATE,2,8010.48
ALCOHOL PREP SWABS,78,7967.28
IXIARO,2,7956.85
MACROBID,2,7945.39
LOMUSTINE,7,7895.37
CEFAZOLIN,7,7886.31
OXACILLIN,2,7871.14
STIMATE,1,7829.94
SE-NATAL 19,28,7817.97
LACLOTION,23,7729.24
GAVILYTE-H AND BISACODYL,9,7534.88
CORZIDE,4,7520.76
ARANELLE,21,7448.72
QUESTRAN,4,7408.05
CYCLOGYL,6,7380.82
UREA,4,7272.11
ALCOHOL WIPES,44,7256.96
DOXORUBICIN HCL,6,7201.76
SULFAMYLON,5,7182.34
ORTHO TRI-CYCLEN,14,7103.29
CLEOCIN PHOSPHATE,5,7047.55
FLAGYL,1,7010.52
LOPID,3,6984.78
ZITHRANOL,1,6950.72
WYMZYA FE,9,6895.76
VIBATIV,1,6884.31
MICROZIDE,14,6863.08
ZEBETA,3,6814.9
EFFER-K,31,6795.17
METROCREAM,1,6673.38
IBUDONE,5,6609.31
GLYNASE,4,6609.05
UROGESIC-BLUE,4,6525.4
TENORETIC 100,5,6518.21
REA LO 40,4,6497.69
LESSINA,32,6473.72
SELECT-OB + DHA,3,6473.58
RABAVERT,1,6444.03
FLONASE,5,6437.55
SILVADENE,9,6388.43
COLY-MYCIN S,10,6387.35
MYAMBUTOL,8,6363.58
FOSCARNET SODIUM,2,6363.37
PROMETHAZINE-CODEINE,40,6352.0
GILDAGIA,19,6324.04
CEFAZOLIN SODIUM-DEXTROSE,13,6296.57
FLUDARABINE PHOSPHATE,1,6270.58
POTASSIUM CITRATE-CITRIC ACID,5,6199.66
VITAFOL-OB+DHA,5,6154.95
NORETHIN-ETH ESTRA FERROUS FUM,22,6134.69
SYNALGOS-DC,4,6027.42
RAGWITEK,2,6018.72
PERSANTINE,4,6009.44
DOLOPHINE HCL,3,5967.63
AVELOX IV,4,5884.35
IPOL,9,5874.45
AMINO ACIDS,6,5674.74
PRECOSE,4,5657.68
MAGNESIUM SULFATE-D5W,3,5637.26
NITROMIST,1,5616.21
AMOX TR-POTASSIUM CLAVULANATE,20,5533.73
DEBLITANE,25,5515.86
OMNIPOD,1,5512.0
SYNJARDY,1,5486.17
AUTOSHIELD PEN NEEDLE,8,5452.98
XYLOCAINE-MPF,23,5361.92
COLYTE WITH FLAVOR PACKETS,14,5321.95
CLINDAMYCIN PHOSPHATE-D5W,6,5321.46
PREGNYL,2,5289.22
SODIUM SULFACETAMIDE,5,5280.21
LOTRISONE,3,5162.28
LOESTRIN FE,4,5104.75
CITRANATAL 90 DHA,4,4945.3
DEXTROSE 5%-1/2NS-KCL,6,4937.68
PCE,1,4926.74
ZITHROMAX TRI-PAK,1,4913.64
EC-NAPROSYN,3,4864.69
VITAFOL-ONE,3,4840.41
FLEXBUMIN,1,4808.53
ASPIRIN-CAFFEINE-DIHYDROCODEIN,2,4780.26
MEGACE,3,4765.8
REPREXAIN,1,4762.35
IMOVAX RABIES VACCINE,1,4750.35
PIRMELLA,39,4697.93
PRENATE DHA,3,4674.19
MIRCETTE,3,4650.81
QNASL CHILDREN,1,4619.69
NEO-SYNALAR,1,4616.56
DIHYDROCODEIN-ACETAMINOPH-CAFF,1,4592.97
PROPARACAINE HCL,5,4589.08
KURVELO,37,4561.47
ADRUCIL,5,4497.22
HYDROCODONE-CHLORPHENIRAMNE ER,3,4425.08
CONDYLOX,1,4411.16
MITOXANTRONE HCL,1,4397.49
BROMFED DM,1,4385.8
LUVOX CR,1,4352.46
ORTHO MICRONOR,8,4337.66
ORTHO-NOVUM,7,4229.77
PNV-DHA,7,4214.66
K-PHOS NO.2,5,4207.39
POTASSIUM BICARBONATE,27,4203.26
BRIELLYN,12,4149.38
CAZIANT,14,4147.11
TETANUS TOXOID ADSORBED,5,4095.44
DEXTROSE 5%-0.2% NACL,4,4070.81
NAPROSYN,2,4059.05
KETEK,1,4023.94
ACCURETIC,4,3962.69
BETAGAN,5,3953.76
ROBINUL FORTE,1,3904.87
PHILITH,12,3883.6
AMTURNIDE,2,3880.58
ALPROSTADIL,1,3873.91
CYTRA-K,2,3754.04
DESOGESTR-ETH ESTRAD ETH ESTRA,8,3743.09
ROSADAN,2,3718.4
UMECTA,1,3700.94
CARNITOR SF,2,3660.57
NIZORAL,5,3638.98
SURE-FINE PEN NEEDLES,8,3591.19
USTELL,2,3580.15
DIASTAT,1,3563.93
WERA,13,3538.68
PRIMAQUINE,3,3514.03
CLEOCIN,1,3502.62
WEBCOL,50,3500.81
URELLE,1,3445.05
INFANRIX DTAP,6,3431.89
MAXIPIME,6,3419.62
ROCEPHIN,3,3417.48
VIRT-PN DHA,5,3397.9
RELENZA,3,3386.2
MARGESIC,3,3369.33
LEENA,11,3367.53
ETOPOSIDE,5,3331.67
TERAZOL 7,4,3325.64
DEXTROSE 5%-NS-KCL,4,3253.26
PRODIGY INSULIN SYRINGE,12,3221.5
PRIFTIN,4,3197.31
DESVENLAFAXINE FUMARATE ER,2,3189.7
CAPACET,7,3132.43
PRENATE MINI,2,3124.27
ACYCLOVIR SODIUM,3,3068.34
JENCYCLA,25,3068.13
KABIVEN,1,3030.32
SODIUM THIOSULFATE,1,2954.89
QUESTRAN LIGHT,1,2951.82
1ST TIER UNIFINE PENTIPS PLUS,9,2900.58
ZMAX,1,2899.61
TRICITRATES,5,2883.64
XYLON 10,1,2862.85
ALKERAN,1,2840.58
ULTILET INSULIN SYRINGE,12,2818.1
UTIRA-C,1,2736.69
DIPROLENE,1,2702.49
PARAFON FORTE DSC,1,2694.51
TPN ELECTROLYTES,2,2674.9
VIDEX,1,2634.2
EMLA,2,2586.71
LARIN,10,2578.2
NOVAREL,1,2572.47
ACETASOL HC,2,2561.97
FLUVASTATIN ER,1,2556.45
CEFIXIME,1,2554.36
PROMETHAZINE-DM,27,2500.06
SE-TAN DHA,3,2462.66
ORACIT,7,2446.77
ANTIPYRINE-BENZOCAINE,11,2439.17
KLOR-CON SPRINKLE,5,2418.53
VITAMEDMD ONE RX,2,2417.07
PREDNISONE INTENSOL,1,2342.69
CENTANY AT,1,2317.1
RELNATE DHA,1,2295.84
HYDROCODONE-HOMATROPINE MBR,6,2294.48
POTASSIUM CHLORIDE-NACL,4,2284.04
VITAFOL ULTRA,2,2265.99
HYOSCYAMINE SULFATE ER,3,2263.96
BELVIQ,1,2249.68
TEXACORT,1,2232.7
DIPROLENE AF,1,2213.95
FLUCONAZOLE IN DEXTROSE,2,2202.36
MULTIVITAMIN WITH FLUORIDE,13,2179.13
TRICARE,6,2175.8
TENCON,4,2172.3
TERUMO INSULIN SYRINGE,11,2155.45
HOMATROPAIRE,4,2152.78
TRIPHROCAPS,7,2135.06
GYNAZOLE 1,2,2110.7
MESNEX,1,2104.07
ZATEAN-PN PLUS,3,2101.14
BACTRIM DS,1,2069.99
BUPROBAN,5,2062.05
LEVSIN,1,2053.74
CURITY ALCOHOL PREPS,40,2033.3
ANTABUSE,1,2019.6
OXYCODONE HCL-IBUPROFEN,2,2017.21
MINIPRESS,2,2013.51
PROGESTERONE IN OIL,2,1998.99
CELESTONE,1,1986.25
PNV-SELECT,2,1978.83
JOLESSA,2,1970.34
AYGESTIN,2,1968.61
CEDAX,1,1954.65
NEPHRO-VITE RX,6,1929.41
TROPHAMINE,1,1885.11
OB COMPLETE PETITE,1,1883.7
OB COMPLETE,2,1788.14
CARISOPRODOL-ASPIRIN,1,1781.09
OB COMPLETE ONE,1,1780.63
CLEOCIN T,1,1760.41
ESTROSTEP FE,1,1757.21
CITRANATAL DHA,2,1747.92
PRENATE ELITE,1,1728.01
METRO IV,4,1722.49
MAXITROL,1,1713.9
RECOMBIVAX HB,2,1701.57
HYOSYNE,2,1694.83
TOLAK,1,1688.63
LUDENT FLUORIDE,17,1685.61
BD INSULIN SYRINGE MICRO-FINE,6,1657.46
KENALOG-10,3,1656.61
SAFYRAL,1,1654.54
NEBUPENT,1,1627.58
TOPCARE ULTRA COMFORT,9,1584.48
DERMATOP,1,1582.05
NATELLE ONE,1,1580.83
TICLOPIDINE HCL,2,1543.86
NOR-Q-D,2,1512.34
VOL-NATE,8,1512.34
BUPIVACAINE HCL,5,1512.13
BACIIM,1,1486.23
CLINDAMYCIN PEDIATRIC,1,1454.28
ORTHO-CYCLEN,3,1440.05
DILT-CD,6,1421.88
VITAMEDMD PLUS RX,1,1415.54
PHOSLO,1,1409.76
VOL-CARE RX,5,1406.16
NEPHRON FA,3,1391.57
VYFEMLA,3,1388.17
PRENATE ENHANCE,1,1378.94
NEPHROCAPS,1,1368.48
INSUMED,3,1360.9
VIRT-CAPS,4,1347.22
PRENATE CHEWABLE,1,1339.59
NEXA PLUS,1,1338.49
VIRT-PN PLUS,2,1334.74
PRENATE AM,1,1329.11
FLUORIDE,10,1311.99
DRITHOCREME HP,1,1299.98
FEMCON FE,1,1297.93
DILTZAC ER,4,1261.69
CAMPRAL,1,1253.89
PRENAISSANCE PLUS,2,1202.01
PROCALAMINE,1,1171.97
THINPRO INSULIN SYRINGE,5,1159.37
ANASPAZ,5,1137.74
ROXICET,4,1102.96
REMEVEN,2,1046.53
DIETHYLPROPION HCL ER,1,1040.44
NESTABS DHA,1,1036.39
TARON-C DHA,3,1034.2
VINCRISTINE SULFATE,5,1005.92
DILAUDID-HP,1,1000.33
CLINPRO 5000,7,998.29
HEPARIN SODIUM-D5W,1,975.0
CLINDESSE,1,960.65
CONCEPT DHA,3,950.59
EPIFOAM,1,944.71
SYMAX-SR,1,936.04
PIMOZIDE,1,924.17
B-D SINGLE USE ALCOHOL SWAB,11,921.37
XYLOCAINE,1,915.29
ELITE-OB,2,892.11
CAMRESE,1,882.11
TOPOSAR,2,880.68
DEXTROSE 5%-0.225% NACL,2,869.66
MAXI-COMFORT,4,864.43
NEPHPLEX RX,3,851.63
BETADINE,3,847.72
LINCOCIN,1,836.94
PREQUE 10,1,824.63
CEFOTAXIME SODIUM,1,817.16
POLYTRIM,1,798.68
AXONA,1,790.79
EXTRA-VIRT PLUS DHA,1,790.7
LEVSIN-SL,1,784.41
FREAMINE III,1,777.06
GLYDO,1,769.22
GUANIDINE HCL,1,768.34
NEO-POLYCIN HC,1,750.55
DEPLIN-ALGAL OIL,1,743.02
ISOPTO ATROPINE,1,738.36
RENA-VITE RX,3,728.97
GILDESS 24 FE,1,702.31
CAREFINE PEN NEEDLE,4,689.84
LOTENSIN HCT,1,670.12
PHENERGAN,1,652.43
TRINATAL RX 1,6,649.71
TETRACAINE HCL,3,646.93
VIRT-PN,1,627.77
BSS,3,618.36
C-NATE DHA,1,613.98
FOLIVANE-OB,2,594.15
SELECT-OB,1,558.77
FOLCAL DHA,1,541.77
FLUORIDEX DAILY DEFENSE,2,535.48
ZATEAN-PN,1,522.52
PHENDIMETRAZINE TARTRATE,1,522.45
TRINATAL GT,4,501.3
MARCAINE,4,498.74
DOPAMINE HCL,1,495.38
PRENATABS FA,2,491.37
KERALYT,1,464.12
HYDROCODONE BT-HOMATROPINE MBR,1,456.57
OSCIMIN SL,1,453.29
HEPARIN SODIUM IN 0.45% NACL,1,432.52
VITAFOL-OB,1,419.94
ULTIMATECARE ONE,1,401.88
CYTARABINE,2,385.58
SALACYN,1,385.55
ROBINUL,1,383.42
RESERPINE,1,369.19
PHENTERMINE HCL,3,365.41
STERILE PADS,3,362.75
MANNITOL,3,358.54
CLOMIPHENE CITRATE,1,306.47
BD INSULIN SYRINGE ULT-FINE II,1,302.87
ESTARYLLA,1,302.04
CHERATUSSIN AC,1,297.71
COMPLETE NATAL DHA,1,291.48
AVELOX ABC PACK,1,283.81
HALDOL,1,282.54
MVC-FLUORIDE,2,278.28
TOPCARE CLICKFINE,1,266.04
SODIUM FLUORIDE,2,246.28
MULTIVITAMINS W-FLUORIDE-IRON,1,231.71
CLEOCIN PHOSPHATE IN D5W,1,230.21
FORTAZ,1,221.34
MULTIVITAMINS WITH FLUORIDE,2,214.73
SORINE,2,202.75
PNV 29-1,1,197.23
FOLBIC,1,180.93
LIDOCAINE HCL-EPINEPHRINE,1,179.62
PRENATA,1,169.24
MULTI-VITAMIN WITH FLUORIDE,1,167.53
DEXTROSE 5%-POTASSIUM CHLORIDE,1,166.11
ACTHIB,1,164.55
GLUCOPRO,1,161.99
STERI-PAD,1,161.04
PRECISION,1,159.11
TRI-ESTARYLLA,1,146.63
FEXOFENADINE HCL,1,126.74
ULTRACOMFORT,1,119.74
GAUZE PADS,1,114.7
FOLIC ACID-VIT B6-VIT B12,1,113.73
DISKETS,1,100.07
VASELINE PETROLEUM,1,98.64
DEXTROSE 5%-0.225% NACL-KCL,1,94.66
O-CAL FA,1,88.72
FERREX 150 FORTE,1,88.64
FE C PLUS,1,77.97
ULTILET ALCOHOL SWAB,3,68.07
INSULIN PEN NEEDLE,1,64.59
VIRT-VITE GT,8,0.32
VIRT NATE,4,0.15
VIRTPREX,1,0.04
